"","token","freq","target","unique","stopword"
"1874","manipulating",2,"cl",1,0
"1875","mannered",2,"cl",1,0
"1876","many",88,"cl",0,0
"4514","many",11,"co",0,0
"1877","map",2,"cl",1,0
"1878","margin",20,"cl",1,0
"1879","margins",2,"cl",1,0
"1880","marine",2,"cl",1,0
"1881","market",2,"cl",1,0
"1882","marks",4,"cl",1,0
"1883","markup",2,"cl",1,0
"1884","marriage",4,"cl",1,1
"1885","married",24,"cl",1,0
"1886","marry",6,"cl",1,0
"1887","Martin",2,"cl",1,0
"1888","master",6,"cl",1,0
"1889","mate",4,"cl",1,0
"1890","material",8,"cl",1,0
"1891","mates",2,"cl",1,0
"1892","mathematician",2,"cl",1,0
"1893","maths",8,"cl",1,0
"1894","matter",12,"cl",0,0
"4520","matter",8,"co",0,0
"1895","matters",2,"cl",1,0
"1896","mature",2,"cl",1,0
"1897","Maugham",6,"cl",1,0
"1898","may",40,"cl",0,0
"4522","may",5,"co",0,0
"1899","maybe",136,"cl",0,0
"4523","maybe",48,"co",0,0
"1900","me",770,"cl",0,0
"4525","me",69,"co",0,0
"1901","meal",4,"cl",1,0
"1902","mean",536,"cl",0,0
"4526","mean",73,"co",0,0
"1903","meaning",18,"cl",0,1
"4527","meaning",13,"co",0,0
"1904","meanings",10,"cl",0,1
"4530","meanings",2,"co",0,0
"1905","means",32,"cl",0,0
"4531","means",12,"co",0,0
"1906","meant",10,"cl",0,0
"4532","meant",9,"co",0,0
"1907","meat",2,"cl",1,0
"1908","mechanism",2,"cl",1,0
"1909","mechanisms",2,"cl",1,0
"1910","media",24,"cl",1,0
"1911","medical",2,"cl",0,0
"4535","medical",4,"co",0,0
"1912","medication",36,"cl",0,0
"4536","medication",1,"co",0,1
"1913","medicine",2,"cl",1,0
"1914","meet",8,"cl",0,0
"4537","meet",1,"co",0,0
"1915","meeting",6,"cl",0,0
"4538","meeting",1,"co",0,0
"1916","megabyte",4,"cl",1,0
"1917","megabytes",4,"cl",1,0
"1918","megapixels",4,"cl",1,0
"1919","melds",2,"cl",1,0
"1920","melon",2,"cl",1,0
"1921","meltdown",2,"cl",1,0
"1922","members",22,"cl",0,0
"4540","members",1,"co",0,0
"1923","memory",4,"cl",0,0
"4542","memory",1,"co",0,0
"1924","mental",30,"cl",0,0
"4543","mental",5,"co",0,0
"1925","mentally",24,"cl",1,0
"1926","mention",2,"cl",1,0
"1927","mentioned",6,"cl",0,0
"4544","mentioned",1,"co",0,0
"1928","menu",4,"cl",1,0
"1929","Mercury",2,"cl",1,0
"1930","merges",2,"cl",1,0
"1931","mess",2,"cl",1,0
"1932","messages",2,"cl",1,0
"1933","messed",2,"cl",1,0
"1934","messing",6,"cl",1,0
"1935","met",12,"cl",0,0
"4547","met",2,"co",0,0
"1936","metal",2,"cl",1,0
"1937","metaphor",2,"cl",0,0
"4548","metaphor",9,"co",0,0
"1938","metaphors",20,"cl",0,0
"4549","metaphors",2,"co",0,0
"1939","method",2,"cl",1,0
"1940","methods",2,"cl",1,0
"1941","mhm",52,"cl",0,0
"4550","mhm",23,"co",0,0
"1942","Michael",4,"cl",1,0
"1943","mick",4,"cl",1,0
"1944","micro",2,"cl",1,0
"1945","mid",4,"cl",1,0
"1946","middle",4,"cl",1,0
"1947","midway",2,"cl",1,0
"1948","might",90,"cl",0,0
"4552","might",29,"co",0,0
"1949","mill",6,"cl",0,0
"4554","mill",1,"co",0,0
"1950","millimetre",2,"cl",1,0
"1951","millions",4,"cl",1,0
"1952","mimicry",2,"cl",1,0
"1953","min",2,"cl",1,0
"1954","Minaj",2,"cl",1,0
"1955","mind",64,"cl",0,0
"4556","mind",15,"co",0,0
"1956","Mind",2,"cl",1,0
"1957","mine",18,"cl",1,0
"1958","minor",2,"cl",1,0
"1959","mintues",2,"cl",1,0
"1960","minute",10,"cl",0,0
"4557","minute",7,"co",0,0
"1961","minutes",30,"cl",0,0
"4558","minutes",5,"co",0,0
"1962","mis",2,"cl",1,0
"1963","mischief",2,"cl",1,0
"1964","miserable",2,"cl",1,0
"1965","misinterpret",2,"cl",0,0
"4559","misinterpret",1,"co",0,0
"1966","misinterpretation",6,"cl",0,0
"4560","misinterpretation",3,"co",0,0
"1967","misinterpreted",8,"cl",0,0
"4561","misinterpreted",4,"co",0,0
"1968","miss",20,"cl",0,0
"4563","miss",3,"co",0,0
"1969","Miss",4,"cl",1,0
"1970","missed",6,"cl",0,0
"4564","missed",3,"co",0,0
"1971","misunderstood",4,"cl",1,0
"1972","mix",2,"cl",1,0
"1973","mixed",4,"cl",1,0
"1974","mixes",2,"cl",1,0
"1975","mixing",8,"cl",1,0
"1976","mm",194,"cl",0,0
"4567","mm",100,"co",0,0
"1977","MMORPG",2,"cl",1,0
"1978","mo",8,"cl",1,0
"1979","moat",4,"cl",1,0
"1980","mobile",8,"cl",1,0
"1981","model",8,"cl",1,0
"1982","models",2,"cl",1,0
"1983","modem",2,"cl",1,0
"1984","modems",2,"cl",1,0
"1985","modern",2,"cl",0,0
"4568","modern",2,"co",0,0
"1986","module",4,"cl",1,0
"1987","molested",2,"cl",1,0
"1988","mom",2,"cl",1,0
"1989","moment",54,"cl",0,0
"4569","moment",8,"co",0,0
"1990","Monday",6,"cl",1,0
"1991","money",64,"cl",0,0
"4570","money",1,"co",0,0
"1992","monitor",12,"cl",1,0
"1993","months",8,"cl",0,0
"4574","months",1,"co",0,0
"1994","Moon",2,"cl",1,0
"1995","moonlight",2,"cl",1,0
"1996","more",342,"cl",0,0
"4576","more",127,"co",0,0
"1997","morning",12,"cl",0,0
"4577","morning",1,"co",0,0
"1998","mos",2,"cl",1,0
"1999","Moss",2,"cl",1,0
"2000","most",54,"cl",0,0
"4578","most",9,"co",0,0
"2001","mostly",52,"cl",0,0
"4579","mostly",3,"co",0,0
"2002","mother",10,"cl",1,0
"2003","Motion",2,"cl",1,0
"2004","motivation",2,"cl",1,0
"2005","mould",2,"cl",1,0
"2006","mourn",2,"cl",1,0
"2007","mouse",8,"cl",1,0
"2008","mouth",6,"cl",1,0
"2009","move",8,"cl",1,0
"2010","moved",8,"cl",0,0
"4581","moved",1,"co",0,0
"2011","movement",4,"cl",1,0
"2012","moving",2,"cl",1,0
"2013","MP4",2,"cl",1,0
"2014","Mr",2,"cl",1,0
"2015","Mrs",10,"cl",1,0
"2016","mu",2,"cl",1,0
"2017","much",142,"cl",0,0
"4583","much",33,"co",0,0
"2018","muddled",2,"cl",1,0
"2019","muddy",2,"cl",1,0
"2020","mug",2,"cl",1,0
"2021","mum",40,"cl",1,0
"2022","muscles",4,"cl",1,0
"2023","music",94,"cl",0,0
"4586","music",5,"co",0,0
"2024","musical",2,"cl",1,0
"2025","musically",2,"cl",1,0
"2026","musician",2,"cl",1,0
"2027","must",16,"cl",0,1
"4587","must",3,"co",0,0
"2028","my",832,"cl",0,0
"4588","my",86,"co",0,0
"2029","myself",62,"cl",0,0
"4589","myself",30,"co",0,0
"2030","n",68,"cl",0,0
"4590","n",10,"co",0,0
"2031","n't",1430,"cl",0,0
"4592","n't",282,"co",0,0
"2032","na",154,"cl",0,0
"4593","na",19,"co",0,0
"2033","nah",2,"cl",1,0
"2034","name",22,"cl",0,1
"4594","name",6,"co",0,0
"2035","named",2,"cl",1,0
"2036","names",6,"cl",0,0
"4595","names",2,"co",0,0
"2037","naming",6,"cl",1,0
"2038","narrow",6,"cl",0,0
"4597","narrow",1,"co",0,0
"2039","Nash",2,"cl",1,0
"2040","nation",2,"cl",1,0
"2041","natural",4,"cl",0,0
"4598","natural",3,"co",0,0
"2042","naturally",8,"cl",0,0
"4599","naturally",2,"co",0,0
"2043","nature",8,"cl",0,0
"4600","nature",5,"co",0,0
"2044","natured",2,"cl",1,0
"2045","naughty",2,"cl",1,0
"2046","near",6,"cl",1,0
"2047","necessarily",18,"cl",0,0
"4602","necessarily",15,"co",0,0
"2048","necessary",4,"cl",1,0
"2049","neck",2,"cl",1,0
"2050","need",66,"cl",0,0
"4603","need",10,"co",0,0
"2051","needed",6,"cl",0,0
"4604","needed",1,"co",0,0
"2052","needs",2,"cl",0,0
"4605","needs",2,"co",0,0
"2053","negative",2,"cl",0,0
"4606","negative",2,"co",0,0
"2054","nervous",2,"cl",1,0
"2055","net",4,"cl",0,0
"4609","net",1,"co",0,0
"2056","Netbeans",30,"cl",1,0
"2057","network",2,"cl",0,0
"4610","network",1,"co",0,0
"2058","never",66,"cl",0,0
"4612","never",10,"co",0,0
"2059","new",32,"cl",0,0
"4613","new",7,"co",0,0
"2060","newer",2,"cl",1,0
"2061","news",4,"cl",1,0
"2062","newsletter",4,"cl",1,0
"2063","newspaper",4,"cl",1,1
"2064","next",24,"cl",0,0
"4614","next",2,"co",0,1
"2065","nice",38,"cl",0,1
"4616","nice",15,"co",0,0
"2066","nicely",4,"cl",1,0
"2067","nicer",2,"cl",1,0
"2068","Nicky",2,"cl",1,0
"2069","night",30,"cl",0,0
"4619","night",6,"co",0,0
"2070","Nightingale",2,"cl",1,0
"2071","nightmare",4,"cl",1,0
"2072","Nikon",4,"cl",1,0
"2073","nine",6,"cl",0,0
"4621","nine",1,"co",0,0
"2074","nineteen",8,"cl",1,0
"2075","nineties",2,"cl",0,0
"4622","nineties",1,"co",0,0
"2076","ninety",2,"cl",0,0
"4623","ninety",1,"co",0,0
"2077","Nintendo",4,"cl",1,1
"2078","nit",4,"cl",1,0
"2079","nno",10,"cl",0,0
"4624","nno",2,"co",0,0
"2080","no",298,"cl",0,0
"4625","no",75,"co",0,0
"2081","nobody",28,"cl",1,0
"2082","nod",2,"cl",0,0
"4626","nod",2,"co",0,0
"2083","non",2,"cl",0,0
"4628","non",4,"co",0,0
"2084","none",8,"cl",0,1
"4629","none",2,"co",0,0
"2085","normal",28,"cl",0,0
"4633","normal",2,"co",0,0
"2086","normally",4,"cl",0,0
"4634","normally",2,"co",0,0
"2087","nose",10,"cl",1,0
"2088","nostrils",2,"cl",1,0
"2089","not",730,"cl",0,0
"4636","not",129,"co",0,0
"2090","note",2,"cl",1,0
"2091","Notepad",12,"cl",1,0
"2092","nothing",52,"cl",0,0
"4638","nothing",4,"co",0,0
"2093","notice",10,"cl",1,0
"2094","noticed",2,"cl",0,0
"4639","noticed",5,"co",0,0
"2095","notion",2,"cl",1,1
"2096","notorious",2,"cl",1,0
"2097","noun",2,"cl",0,0
"4641","noun",4,"co",0,0
"2098","nouns",4,"cl",0,0
"4642","nouns",2,"co",0,0
"2099","nout",4,"cl",1,0
"2100","novel",6,"cl",0,0
"4643","novel",1,"co",0,0
"2101","novels",4,"cl",1,0
"2102","now",236,"cl",0,0
"4644","now",29,"co",0,0
"2103","nowadays",8,"cl",1,0
"2104","nt",22,"cl",0,1
"4645","nt",1,"co",0,1
"2105","nuance",2,"cl",0,0
"4646","nuance",1,"co",0,0
"2106","nuanced",4,"cl",0,0
"4647","nuanced",2,"co",0,0
"2107","nuggets",2,"cl",1,0
"2108","numb",10,"cl",1,0
"2109","number",2,"cl",1,1
"2110","numbers",4,"cl",0,0
"4649","numbers",2,"co",0,0
"2111","nursery",2,"cl",1,0
"2112","nurses",2,"cl",1,0
"2113","nursing",2,"cl",0,0
"4652","nursing",2,"co",0,0
"2114","o",18,"cl",0,0
"4653","o",1,"co",0,0
"2115","O",4,"cl",0,0
"4654","O",1,"co",0,0
"2116","ob",4,"cl",1,0
"2117","object",8,"cl",1,0
"2118","obvious",2,"cl",0,0
"4661","obvious",1,"co",0,0
"2119","obviously",90,"cl",0,1
"4662","obviously",43,"co",0,0
"2120","occasions",2,"cl",1,0
"2121","occupied",2,"cl",1,0
"2122","odd",8,"cl",0,0
"4666","odd",4,"co",0,0
"2123","odds",4,"cl",0,0
"4667","odds",1,"co",0,0
"2124","of",2048,"cl",0,0
"4668","of",867,"co",0,0
"2125","off",90,"cl",0,0
"4669","off",7,"co",0,1
"2126","offended",2,"cl",0,0
"4670","offended",1,"co",0,0
"2127","offensive",2,"cl",0,1
"4671","offensive",1,"co",0,0
"2128","office",2,"cl",0,0
"4672","office",1,"co",0,0
"2129","Office",2,"cl",1,0
"2130","officer",2,"cl",1,0
"2131","often",14,"cl",0,0
"4673","often",6,"co",0,0
"2132","oh",202,"cl",0,0
"4674","oh",104,"co",0,0
"2133","OK",110,"cl",0,0
"4675","OK",42,"co",0,0
"2134","ol",2,"cl",1,0
"2135","olanzapine",6,"cl",1,0
"2136","old",60,"cl",0,0
"4676","old",2,"co",0,0
"2137","older",10,"cl",0,0
"4677","older",2,"co",0,0
"2138","Olympic",2,"cl",1,0
"2139","on",748,"cl",0,0
"4678","on",94,"co",0,0
"2140","once",34,"cl",0,0
"4679","once",4,"co",0,0
"2141","one",332,"cl",0,0
"4680","one",94,"co",0,0
"2142","One",2,"cl",1,0
"2143","ones",22,"cl",0,0
"4681","ones",10,"co",0,0
"2144","ongoing",2,"cl",1,0
"2145","online",10,"cl",1,0
"2146","only",64,"cl",0,0
"4682","only",20,"co",0,0
"2147","onto",6,"cl",0,1
"4683","onto",1,"co",0,0
"2148","ooh",2,"cl",0,0
"4684","ooh",6,"co",0,0
"2149","oop",2,"cl",0,0
"4685","oop",1,"co",0,0
"2150","OOP",12,"cl",1,0
"2151","oops",2,"cl",1,0
"2152","open",34,"cl",0,0
"4686","open",4,"co",0,0
"2153","opener",2,"cl",1,0
"2154","opens",2,"cl",1,1
"2155","operate",2,"cl",1,0
"2156","opportunities",2,"cl",1,1
"2157","opportunity",14,"cl",0,1
"4690","opportunity",3,"co",0,0
"2158","opposite",12,"cl",0,0
"4692","opposite",1,"co",0,1
"2159","opposition",2,"cl",1,1
"2160","optical",6,"cl",1,1
"2161","option",2,"cl",0,0
"4693","option",4,"co",0,1
"2162","options",2,"cl",0,0
"4694","options",5,"co",0,0
"2163","or",598,"cl",0,0
"4695","or",257,"co",0,0
"2164","order",2,"cl",0,0
"4696","order",4,"co",0,0
"2165","organised",2,"cl",1,0
"2166","orientated",4,"cl",1,0
"2167","original",16,"cl",1,0
"2168","originality",2,"cl",1,0
"2169","originally",4,"cl",0,0
"4699","originally",2,"co",0,0
"2170","oth",2,"cl",0,0
"4700","oth",1,"co",0,0
"2171","other",152,"cl",0,0
"4701","other",48,"co",0,0
"2172","others",4,"cl",0,0
"4702","others",1,"co",0,0
"2173","ought",4,"cl",1,0
"2174","our",42,"cl",0,0
"4704","our",5,"co",0,0
"2175","ours",2,"cl",1,0
"2176","ourself",2,"cl",1,0
"2177","out",316,"cl",0,0
"4705","out",40,"co",0,0
"2178","outings",2,"cl",1,0
"2179","outlet",2,"cl",1,0
"2180","outlets",6,"cl",1,0
"2181","output",2,"cl",1,0
"2182","outset",4,"cl",1,0
"2183","outside",24,"cl",0,0
"4708","outside",2,"co",0,0
"2184","oven",4,"cl",1,0
"2185","over",72,"cl",0,0
"4709","over",10,"co",0,0
"2186","overall",2,"cl",1,0
"2187","overflow",18,"cl",1,0
"2188","overheads",2,"cl",1,0
"2189","overlayered",2,"cl",1,0
"2190","overnight",2,"cl",1,0
"2191","overspill",2,"cl",1,0
"2192","overview",2,"cl",1,0
"2193","ow",2,"cl",1,0
"2194","owe",6,"cl",1,0
"2195","own",86,"cl",0,0
"4713","own",14,"co",0,0
"2196","Oxford",4,"cl",1,0
"2197","oyster",2,"cl",1,0
"2198","p",36,"cl",0,0
"4714","p",7,"co",0,0
"2199","P",14,"cl",0,0
"4715","P",1,"co",0,0
"2200","p-",2,"cl",1,0
"2201","package",2,"cl",1,0
"2202","packages",8,"cl",1,0
"2203","page",22,"cl",0,0
"4716","page",2,"co",0,0
"2204","pages",2,"cl",0,0
"4717","pages",2,"co",0,0
"2205","paid",24,"cl",1,0
"2206","pain",16,"cl",0,0
"4718","pain",1,"co",0,0
"2207","painful",6,"cl",1,0
"2208","painted",8,"cl",1,0
"2209","painting",10,"cl",0,0
"4720","painting",2,"co",0,0
"2210","paintings",6,"cl",1,0
"2211","paints",2,"cl",1,0
"2212","Paintshop",20,"cl",1,0
"2213","palette",4,"cl",1,0
"2214","pandemic",4,"cl",1,0
"2215","panel",2,"cl",1,0
"2216","panicky",4,"cl",0,0
"4726","panicky",1,"co",0,0
"2217","papa",8,"cl",1,0
"2218","paper",22,"cl",0,0
"4727","paper",2,"co",0,0
"2219","paperback",2,"cl",0,0
"4728","paperback",1,"co",0,0
"2220","papers",4,"cl",0,0
"4729","papers",2,"co",0,0
"2221","paperwork",2,"cl",1,0
"2222","paragraph",8,"cl",0,0
"4730","paragraph",2,"co",0,0
"2223","paragraphs",2,"cl",0,0
"4731","paragraphs",1,"co",0,1
"2224","parameters",2,"cl",0,0
"4732","parameters",1,"co",0,0
"2225","paranoid",12,"cl",1,0
"2226","parcher",2,"cl",1,0
"2227","parents",2,"cl",1,0
"2228","Paris",2,"cl",1,0
"2229","park",22,"cl",1,0
"2230","part",50,"cl",0,0
"4733","part",28,"co",0,0
"2231","participants",4,"cl",1,0
"2232","participating",2,"cl",0,0
"4734","participating",1,"co",0,0
"2233","particular",14,"cl",0,0
"4735","particular",4,"co",0,0
"2234","particularly",4,"cl",0,0
"4736","particularly",9,"co",0,0
"2235","partly",10,"cl",0,0
"4737","partly",1,"co",0,0
"2236","partner",2,"cl",1,0
"2237","partnership",2,"cl",1,0
"2238","parts",4,"cl",0,0
"4740","parts",3,"co",0,0
"2239","party",2,"cl",1,0
"2240","pass",12,"cl",1,0
"2241","passed",6,"cl",1,0
"2242","passing",2,"cl",1,0
"2243","passion",2,"cl",1,0
"2244","passwords",2,"cl",1,0
"2245","past",12,"cl",0,0
"4741","past",3,"co",0,0
"2246","paste",46,"cl",1,0
"2247","pasting",2,"cl",1,0
"2248","pat",2,"cl",1,0
"2249","patient",4,"cl",0,0
"4743","patient",6,"co",0,0
"2250","patients",4,"cl",0,0
"4744","patients",2,"co",0,0
"2251","Paul",4,"cl",1,0
"2252","pause",2,"cl",1,0
"2253","pay",16,"cl",0,0
"4747","pay",1,"co",0,0
"2254","pe",6,"cl",0,0
"4749","pe",2,"co",0,0
"2255","peace",12,"cl",1,0
"2256","pebbledashed",2,"cl",1,0
"2257","peck",8,"cl",1,0
"2258","pecking",2,"cl",1,0
"2259","peculiar",2,"cl",1,0
"2260","pee",2,"cl",1,0
"2261","peeing",2,"cl",1,0
"2262","peer",2,"cl",1,0
"2263","peg",2,"cl",1,1
"2264","pegs",2,"cl",1,0
"2265","pen",4,"cl",0,0
"4750","pen",1,"co",0,0
"2266","penalised",2,"cl",0,0
"4751","penalised",1,"co",0,0
"2267","pence",2,"cl",1,0
"2268","pencil",4,"cl",1,0
"2269","pencils",6,"cl",1,0
"2270","people",508,"cl",0,0
"4752","people",47,"co",0,0
"2271","pepper",6,"cl",1,0
"2272","per",2,"cl",0,0
"4753","per",2,"co",0,0
"2273","percent",4,"cl",0,0
"4755","percent",1,"co",0,0
"2274","perceptions",2,"cl",1,0
"2275","perfect",8,"cl",1,0
"2276","perform",2,"cl",1,0
"2277","performance",2,"cl",1,0
"2278","perhaps",4,"cl",0,0
"4758","perhaps",10,"co",0,0
"2279","period",8,"cl",0,0
"4759","period",1,"co",0,0
"2280","pers",2,"cl",1,0
"2281","person",78,"cl",0,0
"4760","person",12,"co",0,0
"2282","personal",10,"cl",0,0
"4761","personal",3,"co",0,0
"2283","personality",4,"cl",0,0
"4762","personality",1,"co",0,0
"2284","personally",6,"cl",0,0
"4764","personally",1,"co",0,0
"2285","perspective",6,"cl",1,0
"2286","pf",4,"cl",1,0
"2287","pharmacy",2,"cl",1,0
"2288","phases",4,"cl",0,0
"4766","phases",2,"co",0,0
"2289","phone",34,"cl",0,0
"4768","phone",1,"co",0,0
"2290","phoning",6,"cl",1,0
"2291","photo",42,"cl",1,0
"2292","photog",2,"cl",1,0
"2293","photograph",6,"cl",1,0
"2294","photographer",4,"cl",1,1
"2295","photographers",4,"cl",1,0
"2296","photographs",6,"cl",1,0
"2297","photography",52,"cl",1,0
"2298","photos",36,"cl",1,0
"2299","Photoshop",6,"cl",1,0
"2300","phrase",10,"cl",0,0
"4769","phrase",7,"co",0,0
"2301","phrases",4,"cl",0,0
"4771","phrases",1,"co",0,0
"2302","physical",2,"cl",1,0
"2303","physically",2,"cl",1,0
"2304","physics",2,"cl",0,0
"4772","physics",1,"co",0,0
"2305","pic",2,"cl",1,0
"2306","pick",30,"cl",0,0
"4773","pick",5,"co",0,0
"2307","picked",4,"cl",0,0
"4774","picked",2,"co",0,0
"2308","picking",4,"cl",0,0
"4775","picking",3,"co",0,0
"2309","picture",44,"cl",0,0
"4776","picture",1,"co",0,0
"2310","pictures",44,"cl",0,0
"4777","pictures",1,"co",0,0
"2311","piece",24,"cl",0,0
"4779","piece",4,"co",0,0
"2312","pigs",2,"cl",1,0
"2313","pike",4,"cl",1,0
"2314","pilgrim",2,"cl",1,0
"2315","pinpoint",2,"cl",1,0
"2316","pinpoints",2,"cl",1,0
"2317","pint",2,"cl",1,0
"2318","pissed",2,"cl",1,0
"2319","pitch",2,"cl",1,0
"2320","pixie",2,"cl",1,0
"2321","pl",4,"cl",1,0
"2322","place",30,"cl",0,1
"4781","place",4,"co",0,0
"2323","placed",2,"cl",1,0
"2324","places",10,"cl",0,0
"4783","places",3,"co",0,0
"2325","plagiarism",2,"cl",1,0
"2326","plain",4,"cl",0,0
"4784","plain",1,"co",0,0
"2327","plan",6,"cl",1,0
"2328","planet",2,"cl",0,0
"4786","planet",1,"co",0,0
"2329","planting",2,"cl",1,0
"2330","plants",2,"cl",1,0
"2331","plastic",4,"cl",1,0
"2332","plate",2,"cl",1,0
"2333","platforms",2,"cl",1,0
"2334","play",32,"cl",0,1
"4788","play",2,"co",0,0
"2335","played",2,"cl",1,0
"2336","player",4,"cl",1,0
"2337","playing",30,"cl",0,1
"4791","playing",1,"co",0,1
"2338","playright",2,"cl",1,0
"2339","plays",8,"cl",0,0
"4792","plays",1,"co",0,1
"2340","pleasant",4,"cl",1,1
"2341","please",6,"cl",1,0
"2342","pleaser",2,"cl",1,0
"2343","pleasing",6,"cl",1,0
"2344","pleasu",2,"cl",1,1
"2345","pleasurable",10,"cl",1,1
"2346","pleasure",26,"cl",0,0
"4793","pleasure",4,"co",0,1
"2347","pleasures",6,"cl",1,1
"2348","pleisure",4,"cl",1,1
"2349","plot",2,"cl",1,1
"2350","plugins",2,"cl",1,0
"2351","plumbers",2,"cl",1,0
"2352","plus",12,"cl",1,0
"2353","PM",2,"cl",1,0
"2354","PNG",24,"cl",1,0
"2355","PNGs",4,"cl",1,0
"2356","pockets",2,"cl",1,1
"2357","podium",2,"cl",1,0
"2358","poem",12,"cl",0,1
"4794","poem",1,"co",0,1
"2359","poems",10,"cl",1,0
"2360","poet",2,"cl",1,1
"2361","poetic",10,"cl",1,0
"2362","poetry",42,"cl",0,0
"4795","poetry",6,"co",0,0
"2363","point",42,"cl",0,0
"4796","point",21,"co",0,0
"2364","pointed",6,"cl",1,1
"2365","pointing",2,"cl",1,1
"2366","pointless",2,"cl",1,1
"2367","points",6,"cl",1,0
"2368","pondered",2,"cl",1,0
"2369","pool",6,"cl",1,0
"2370","poom",2,"cl",1,0
"2371","poor",12,"cl",1,0
"2372","poorer",2,"cl",1,0
"2373","popular",6,"cl",1,0
"2374","portait",2,"cl",1,0
"2375","portrait",16,"cl",1,0
"2376","posed",2,"cl",1,0
"2377","posh",2,"cl",1,0
"2378","position",8,"cl",0,0
"4800","position",1,"co",0,0
"2379","positions",2,"cl",1,0
"2380","positive",10,"cl",0,0
"4801","positive",4,"co",0,0
"2381","possible",14,"cl",0,1
"4803","possible",5,"co",0,0
"2382","possibly",12,"cl",0,0
"4804","possibly",15,"co",0,0
"2383","post",8,"cl",1,0
"2384","posted",2,"cl",1,1
"2385","posters",2,"cl",1,0
"2386","posts",2,"cl",1,0
"2387","Potter",2,"cl",1,0
"2388","pound",28,"cl",1,0
"2389","pounders",2,"cl",1,0
"2390","pounds",4,"cl",1,0
"2391","pour",2,"cl",1,0
"2392","poverty",4,"cl",1,0
"2393","powerful",2,"cl",0,0
"4807","powerful",2,"co",0,0
"2394","pr",2,"cl",1,1
"2395","practical",10,"cl",0,0
"4808","practical",1,"co",0,0
"2396","pragmatic",2,"cl",1,0
"2397","preacher",4,"cl",1,0
"2398","precise",2,"cl",0,1
"4811","precise",1,"co",0,0
"2399","predicament",2,"cl",1,0
"2400","predictament",2,"cl",1,0
"2401","prefer",16,"cl",0,0
"4812","prefer",1,"co",0,0
"2402","preferred",2,"cl",0,0
"4814","preferred",1,"co",0,0
"2403","premium",2,"cl",1,0
"2404","prepare",2,"cl",1,0
"2405","prescribed",2,"cl",1,1
"2406","present",4,"cl",0,0
"4816","present",4,"co",0,0
"2407","presented",2,"cl",0,0
"4817","presented",1,"co",0,0
"2408","presenting",6,"cl",0,0
"4818","presenting",3,"co",0,0
"2409","press",2,"cl",1,0
"2410","pressure",2,"cl",0,0
"4820","pressure",3,"co",0,0
"2411","presume",2,"cl",1,0
"2412","pretend",4,"cl",1,0
"2413","pretty",4,"cl",0,0
"4821","pretty",3,"co",0,0
"2414","previous",4,"cl",1,0
"2415","primitive",2,"cl",1,0
"2416","print",2,"cl",1,0
"2417","prison",8,"cl",1,0
"2418","prisons",2,"cl",1,0
"2419","prite",2,"cl",1,0
"2420","private",2,"cl",1,0
"2421","privilege",2,"cl",1,0
"2422","prize",2,"cl",1,0
"2423","pro",2,"cl",0,0
"4822","pro",1,"co",0,0
"2424","Pro",20,"cl",1,0
"2425","probably",70,"cl",0,0
"4824","probably",40,"co",0,0
"2426","problem",50,"cl",0,0
"4826","problem",3,"co",0,0
"2427","problems",90,"cl",0,0
"4827","problems",3,"co",0,0
"2428","procedural",6,"cl",1,0
"2429","process",2,"cl",0,0
"4828","process",10,"co",0,0
"2430","processor",12,"cl",1,0
"2431","produced",2,"cl",1,0
"2432","product",4,"cl",1,0
"2433","productive",2,"cl",1,0
"2434","products",4,"cl",1,0
"2435","professional",6,"cl",0,0
"4830","professional",2,"co",0,0
"2436","professionals",4,"cl",1,0
"2437","professor",4,"cl",1,0
"2438","Professor",2,"cl",1,0
"2439","profound",2,"cl",1,0
"2440","profoundly",2,"cl",1,1
"2441","progam",2,"cl",1,1
"2442","progamming",2,"cl",1,0
"2443","program",14,"cl",1,0
"2444","programmed",2,"cl",1,1
"2445","programmes",2,"cl",1,0
"2446","programming",54,"cl",1,0
"2447","programmining",2,"cl",1,0
"2448","programs",8,"cl",1,0
"2449","prohibitive",2,"cl",1,0
"2450","project",22,"cl",0,0
"4831","project",2,"co",0,0
"2451","projects",8,"cl",1,0
"2452","proper",8,"cl",0,0
"4835","proper",1,"co",0,0
"2453","properly",4,"cl",1,0
"2454","propositions",2,"cl",1,0
"2455","prose",6,"cl",0,0
"4836","prose",1,"co",0,0
"2456","prostate",2,"cl",1,0
"2457","proud",2,"cl",1,0
"2458","provide",6,"cl",1,0
"2459","prowling",6,"cl",1,0
"2460","psy",2,"cl",1,0
"2461","psychiatric",6,"cl",1,0
"2462","psychiatrist",2,"cl",0,0
"4837","psychiatrist",3,"co",0,0
"2463","psychiatrists",2,"cl",1,1
"2464","psychiatry",8,"cl",0,0
"4838","psychiatry",1,"co",0,0
"2465","psychological",4,"cl",0,0
"4839","psychological",2,"co",0,1
"2466","psychology",10,"cl",0,0
"4841","psychology",5,"co",0,0
"2467","psychosis",8,"cl",0,1
"4842","psychosis",3,"co",0,0
"2468","pub",2,"cl",1,0
"2469","public",4,"cl",1,0
"2470","publish",4,"cl",1,0
"2471","published",4,"cl",1,0
"2472","publisher",2,"cl",1,0
"2473","pubs",2,"cl",1,0
"2474","pull",2,"cl",1,0
"2475","pulled",2,"cl",1,1
"2476","pulling",2,"cl",1,0
"2477","pulpit",2,"cl",1,0
"2478","pun",4,"cl",1,0
