Farbe;Dokumentname;Code;Gewicht;Segment;Erstellt von;Erstellt am;Kommentar;Dokumentgruppe;Fläche;Abdeckungsgrad %;Anfang;Ende
●;judenbuche;gutsherr;0;»Hm,« sagte der Gutsherr, »was;guhl;22.05.24 17:16:22;;;30;0.03;1117;1117
●;judenbuche;gutsherr;0;Der Gutsherr stand am Fenster und sah;guhl;22.05.24 17:16:22;;;37;0.04;1120;1120
●;judenbuche;gutsherr;0;Sie warf sich vor dem Gutsherrn auf die Knie.;guhl;22.05.24 17:16:22;;;45;0.04;1133;1133
●;judenbuche;gutsherr;0;"Der Gutsherr selber pochte an;";guhl;22.05.24 17:16:22;;;30;0.03;1176;1176
●;judenbuche;gutsherr;0;Gutsherr zögerte noch einen Augenblick.;guhl;22.05.24 17:16:22;;;39;0.04;1182;1182
●;judenbuche;gutsherr;0;»Entwischt!« sagte der Gutsherr mit sehr gemischten Gefühlen: der;guhl;22.05.24 17:16:22;;;65;0.06;1189;1189
●;judenbuche;gutsherr;0;wiederholte der Gutsherr und merkte jetzt erst, daß der Schlüssel;guhl;22.05.24 17:16:22;;;65;0.06;1192;1192
●;judenbuche;gutsherr;0;Im Schlosse angelangt, fand der Gutsherr den Amtsschreiber, der schon am;guhl;22.05.24 17:16:22;;;72;0.07;1204;1204
●;judenbuche;gutsherr;0;todmüde war!« -- »Schöne Polizei!« murmelte der Gutsherr, »jede alte;guhl;22.05.24 17:16:22;;;68;0.06;1213;1213
●;judenbuche;gutsherr;0;der Gutsherr, halb versöhnt.;guhl;22.05.24 17:16:22;;;28;0.03;1233;1233
●;judenbuche;gutsherr;0;Mit diesen Worten stand der Gutsherr auf und verließ das;guhl;22.05.24 17:16:22;;;56;0.05;1239;1239
●;judenbuche;gutsherr;0;mitten im vollen Laube?« fragte der Gutsherr.;guhl;22.05.24 17:16:22;;;45;0.04;1264;1264
●;judenbuche;gutsherr;0;Etwa ein halbes Jahr nachher las der Gutsherr einige eben erhaltene;guhl;22.05.24 17:16:22;;;67;0.06;1285;1285
●;judenbuche;gutsherr;0;"< -- Was sagen Sie dazu?« wiederholte der Gutsherr; »und weshalb";guhl;22.05.24 17:16:22;;;64;0.06;1301;1301
●;judenbuche;gutsherr;0;"Hälfte eines Menschenlebens; der Gutsherr war sehr alt und grau";guhl;22.05.24 17:16:22;;;63;0.06;1312;1312
●;judenbuche;gutsherr;0;gespannt auf, als man ihm erzählte, was der Gutsherr geflissentlich;guhl;22.05.24 17:16:22;;;67;0.06;1391;1391
●;judenbuche;gutsherr;0;"Dennoch hatte sie nicht eigentlich Not gelitten; die Gutsherrschaft";guhl;22.05.24 17:16:22;;;67;0.06;1404;1404
●;judenbuche;gutsherr;0;Erschlagenen, den die Gutsherrschaft abgeschickt hatte, ihn ins Schloß;guhl;22.05.24 17:16:22;;;70;0.07;1415;1415
●;judenbuche;gutsherr;0;»Nun, Johannes,« sagte der Gutsherr, »erzähl mir einmal recht ordentlich;guhl;22.05.24 17:16:22;;;72;0.07;1422;1422
●;judenbuche;gutsherr;0;Johannes schien noch vor der Erinnerung zu schaudern, und der Gutsherr;guhl;22.05.24 17:16:22;;;70;0.07;1441;1441
●;judenbuche;gutsherr;0;Schiff.« -- »Wie kamst du denn dahin?« fragte der Gutsherr.;guhl;22.05.24 17:16:22;;;59;0.06;1465;1465
●;judenbuche;gutsherr;0;lieber durch bis hieher.« -- »Das war dumm genug«, sagte der Gutsherr.;guhl;22.05.24 17:16:22;;;70;0.07;1476;1476
●;judenbuche;gutsherr;0;Der Gutsherr hatte seine Börse gezogen:;guhl;22.05.24 17:16:22;;;39;0.04;1479;1479
●;judenbuche;gutsherr;0;"der Gutsherr, »ich weiß nichts von ihm; aber geschwind den Jäger gerufen";guhl;22.05.24 17:16:22;;;72;0.07;1533;1533
●;judenbuche;gutsherr;0;Seele hindurch«, sagte der Gutsherr.;guhl;22.05.24 17:16:22;;;36;0.03;1555;1555
●;judenbuche;gutsherr;0;"Der Gutsherr öffnete sie; fünf Groschen lagen darin, sauber in Papier";guhl;22.05.24 17:16:22;;;69;0.07;1566;1566
●;judenbuche;gutsherr;0;"gewickelt, und vier silberne Westenknöpfe; der Gutsherr betrachtete sie";guhl;22.05.24 17:16:22;;;71;0.07;1567;1567
●;judenbuche;gutsherr;0;Dennoch trieb der Gutsherr zur größten Eile und zog selbst;guhl;22.05.24 17:16:22;;;58;0.06;1606;1606
●;judenbuche;gutsherr;0;Wirklich, dem war so: der Gutsherr erkannte seine eigenen abgetragenen;guhl;22.05.24 17:16:22;;;70;0.07;1610;1610
●;judenbuche;gutsherr;0;"breite Narbe ward sichtbar; der Gutsherr fuhr zurück.";guhl;22.05.24 17:16:22;;;53;0.05;1615;1615
●;judenbuche;mord;0;Sein Alibi zur Zeit des Mordes war leicht;guhl;22.05.24 17:21:43;;;41;0.04;876;876
●;judenbuche;mord;0;"hielten wir im Walde; es war ein Mordwetter; ich dachte, der Wind werde";guhl;22.05.24 17:21:43;;;71;0.07;1219;1219
●;judenbuche;mord;0;Durch den Mord ihres Glaubensgenossen aufs äußerste erbittert, hatten;guhl;22.05.24 17:21:43;;;69;0.07;1251;1251
●;judenbuche;mord;0;Mord wahrscheinlich verübt worden war.;guhl;22.05.24 17:21:43;;;38;0.04;1263;1263
●;judenbuche;mord;0;vielleicht unschuldig an dem Morde.;guhl;22.05.24 17:21:43;;;35;0.03;1288;1288
●;judenbuche;mord;0;so sehr gereue, als der Mord eines Glaubensgenossen, Aaron, den er im;guhl;22.05.24 17:21:43;;;69;0.07;1296;1296
●;judenbuche;feuer;0;bewahre vor Wasser- und Feuersnot.«;guhl;22.05.24 17:25:39;;;35;0.03;207;207
●;judenbuche;feuer;0;das Feuer in der Küche knistern und ein Geräusch wie von Hin- und;guhl;22.05.24 17:25:39;;;65;0.06;233;233
●;judenbuche;feuer;0;bei ihren Feuern kauerten und die Eulen in den Gründen schrien, hörten;guhl;22.05.24 17:25:39;;;70;0.07;275;275
●;judenbuche;feuer;0;roten Rocks wie Feuerflammen nachzogen.;guhl;22.05.24 17:25:39;;;39;0.04;358;358
●;judenbuche;feuer;0;unverständliche Worte und drängte sich dicht an die Feuermauer.;guhl;22.05.24 17:25:39;;;63;0.06;442;442
●;judenbuche;feuer;0;stampfen und den Rücken an der Feuermauer zu reiben.;guhl;22.05.24 17:25:39;;;52;0.05;452;452
●;judenbuche;feuer;0;Haar ins Feuer gefallen wäre.;guhl;22.05.24 17:25:39;;;29;0.03;502;502
●;judenbuche;feuer;0;Feuertopf raucht.;guhl;22.05.24 17:25:39;;;17;0.02;938;938
●;judenbuche;feuer;0;Schnupftuch gewickelt, in der Tasche geborgen, war er ans Küchenfeuer;guhl;22.05.24 17:25:39;;;69;0.07;1043;1043
●;judenbuche;feuer;0;»Ist das Feuer auch gewiß gut verwahrt?«;guhl;22.05.24 17:25:39;;;40;0.04;1124;1124
●;judenbuche;feuer;0;schlug Feuer, um wenigstens etwas Unterhaltung an meiner Pfeife zu;guhl;22.05.24 17:25:39;;;66;0.06;1224;1224
●;judenbuche;feuer;0;schnauben und stampfen und sahen lange Feuerstrahlen in der Luft, gerade;guhl;22.05.24 17:25:39;;;72;0.07;1437;1437
